Created as New Dataset,GF-PVC043 By Administrator Date Tuesday, July 26 2022
cm-1,%T
2455.00,99.63
2454.00,99.63
2453.00,99.63
2452.00,99.62
2451.00,99.62
2450.00,99.62
2449.00,99.63
2448.00,99.63
2447.00,99.63
2446.00,99.64
2445.00,99.64
2444.00,99.63
2443.00,99.63
2442.00,99.63
2441.00,99.63
2440.00,99.63
2439.00,99.63
2438.00,99.63
2437.00,99.63
2436.00,99.63
2435.00,99.64
2434.00,99.64
2433.00,99.64
2432.00,99.64
2431.00,99.64
2430.00,99.65
2429.00,99.65
2428.00,99.66
2427.00,99.66
2426.00,99.66
2425.00,99.67
2424.00,99.67
2423.00,99.66
2422.00,99.66
2421.00,99.66
2420.00,99.67
2419.00,99.66
2418.00,99.66
2417.00,99.66
2416.00,99.66
2415.00,99.67
2414.00,99.67
2413.00,99.67
2412.00,99.67
2411.00,99.67
2410.00,99.68
2409.00,99.68
2408.00,99.68
2407.00,99.69
2406.00,99.69
2405.00,99.70
2404.00,99.70
2403.00,99.70
2402.00,99.71
2401.00,99.71
2400.00,99.71
2399.00,99.72
2398.00,99.72
2397.00,99.72
2396.00,99.72
2395.00,99.72
2394.00,99.73
2393.00,99.73
2392.00,99.73
2391.00,99.73
2390.00,99.73
2389.00,99.73
2388.00,99.73
2387.00,99.73
2386.00,99.73
2385.00,99.73
2384.00,99.73
2383.00,99.74
2382.00,99.75
2381.00,99.75
2380.00,99.75
2379.00,99.75
2378.00,99.76
2377.00,99.77
2376.00,99.78
2375.00,99.78
2374.00,99.78
2373.00,99.78
2372.00,99.77
2371.00,99.76
2370.00,99.75
2369.00,99.75
2368.00,99.75
2367.00,99.75
2366.00,99.75
2365.00,99.75
2364.00,99.75
2363.00,99.74
2362.00,99.74
2361.00,99.73
2360.00,99.71
2359.00,99.70
2358.00,99.71
2357.00,99.72
2356.00,99.73
2355.00,99.73
2354.00,99.73
2353.00,99.73
2352.00,99.73
2351.00,99.72
2350.00,99.72
2349.00,99.72
2348.00,99.72
2347.00,99.72
2346.00,99.72
2345.00,99.71
2344.00,99.70
2343.00,99.69
2342.00,99.69
2341.00,99.69
2340.00,99.69
2339.00,99.69
2338.00,99.68
2337.00,99.68
2336.00,99.67
2335.00,99.67
2334.00,99.67
2333.00,99.68
2332.00,99.69
2331.00,99.69
2330.00,99.69
2329.00,99.69
2328.00,99.68
2327.00,99.65
2326.00,99.60
2325.00,99.55
2324.00,99.51
2323.00,99.51
2322.00,99.53
2321.00,99.55
2320.00,99.57
2319.00,99.58
2318.00,99.58
2317.00,99.59
2316.00,99.60
2315.00,99.61
2314.00,99.61
2313.00,99.61
2312.00,99.61
2311.00,99.61
2310.00,99.62
2309.00,99.62
2308.00,99.62
2307.00,99.62
2306.00,99.62
2305.00,99.62
2304.00,99.62
2303.00,99.62
2302.00,99.62
2301.00,99.61
2300.00,99.61
2299.00,99.60
2298.00,99.59
2297.00,99.59
2296.00,99.58
2295.00,99.58
2294.00,99.58
2293.00,99.58
2292.00,99.58
2291.00,99.57
2290.00,99.56
2289.00,99.55
2288.00,99.54
2287.00,99.54
2286.00,99.53
2285.00,99.53
2284.00,99.52
2283.00,99.52
2282.00,99.53
2281.00,99.54
2280.00,99.55
2279.00,99.56
2278.00,99.56
2277.00,99.56
2276.00,99.56
2275.00,99.57
2274.00,99.57
2273.00,99.58
2272.00,99.58
2271.00,99.58
2270.00,99.58
2269.00,99.58
2268.00,99.58
2267.00,99.58
2266.00,99.59
2265.00,99.60
2264.00,99.61
2263.00,99.61
2262.00,99.62
2261.00,99.61
2260.00,99.61
2259.00,99.60
2258.00,99.60
2257.00,99.60
2256.00,99.60
2255.00,99.62
2254.00,99.63
2253.00,99.65
2252.00,99.66
2251.00,99.66
2250.00,99.66
2249.00,99.65
2248.00,99.65
2247.00,99.64
2246.00,99.64
2245.00,99.64
2244.00,99.64
2243.00,99.64
2242.00,99.64
2241.00,99.65
2240.00,99.65
2239.00,99.65
2238.00,99.65
2237.00,99.66
2236.00,99.66
2235.00,99.65
2234.00,99.65
2233.00,99.65
2232.00,99.65
2231.00,99.66
2230.00,99.66
2229.00,99.65
2228.00,99.64
2227.00,99.64
2226.00,99.65
2225.00,99.66
2224.00,99.67
2223.00,99.67
2222.00,99.67
2221.00,99.67
2220.00,99.67
2219.00,99.68
2218.00,99.69
2217.00,99.70
2216.00,99.70
2215.00,99.70
2214.00,99.69
2213.00,99.68
2212.00,99.68
2211.00,99.68
2210.00,99.68
2209.00,99.68
2208.00,99.68
2207.00,99.68
2206.00,99.69
2205.00,99.69
2204.00,99.68
2203.00,99.67
2202.00,99.67
2201.00,99.66
2200.00,99.66
2199.00,99.66
2198.00,99.66
2197.00,99.65
2196.00,99.64
2195.00,99.64
2194.00,99.64
2193.00,99.64
2192.00,99.64
2191.00,99.64
2190.00,99.63
2189.00,99.63
2188.00,99.62
2187.00,99.61
2186.00,99.61
2185.00,99.59
2184.00,99.59
2183.00,99.59
2182.00,99.61
2181.00,99.63
2180.00,99.65
2179.00,99.67
2178.00,99.68
2177.00,99.68
2176.00,99.69
2175.00,99.70
2174.00,99.70
2173.00,99.69
2172.00,99.66
2171.00,99.63
2170.00,99.59
2169.00,99.56
2168.00,99.54
2167.00,99.52
2166.00,99.51
2165.00,99.50
2164.00,99.48
2163.00,99.46
2162.00,99.45
2161.00,99.49
2160.00,99.58
2159.00,99.72
2158.00,99.88
2157.00,99.99
2156.00,100.04
2155.00,100.05
2154.00,100.02
2153.00,99.98
2152.00,99.95
2151.00,99.93
2150.00,99.92
2149.00,99.92
2148.00,99.92
2147.00,99.93
2146.00,99.93
2145.00,99.93
2144.00,99.93
2143.00,99.93
2142.00,99.92
2141.00,99.91
2140.00,99.91
2139.00,99.92
2138.00,99.93
2137.00,99.94
2136.00,99.96
2135.00,99.98
2134.00,100.00
2133.00,100.01
2132.00,100.01
2131.00,100.00
2130.00,99.98
2129.00,99.97
2128.00,99.95
2127.00,99.93
2126.00,99.91
2125.00,99.90
2124.00,99.88
2123.00,99.87
2122.00,99.85
2121.00,99.84
2120.00,99.83
2119.00,99.83
2118.00,99.83
2117.00,99.82
2116.00,99.80
2115.00,99.78
2114.00,99.76
2113.00,99.75
2112.00,99.75
2111.00,99.76
2110.00,99.77
2109.00,99.77
2108.00,99.77
2107.00,99.77
2106.00,99.76
2105.00,99.75
2104.00,99.75
2103.00,99.75
2102.00,99.75
2101.00,99.76
2100.00,99.76
2099.00,99.77
2098.00,99.78
2097.00,99.79
2096.00,99.81
2095.00,99.82
2094.00,99.84
2093.00,99.84
2092.00,99.83
2091.00,99.81
2090.00,99.80
2089.00,99.79
2088.00,99.78
2087.00,99.77
2086.00,99.75
2085.00,99.74
2084.00,99.73
2083.00,99.73
2082.00,99.73
2081.00,99.73
2080.00,99.74
2079.00,99.73
2078.00,99.73
2077.00,99.72
2076.00,99.71
2075.00,99.71
2074.00,99.71
2073.00,99.72
2072.00,99.72
2071.00,99.72
2070.00,99.71
2069.00,99.70
2068.00,99.70
2067.00,99.70
2066.00,99.71
2065.00,99.72
2064.00,99.73
2063.00,99.74
2062.00,99.75
2061.00,99.74
2060.00,99.73
2059.00,99.72
2058.00,99.71
2057.00,99.70
2056.00,99.68
2055.00,99.68
2054.00,99.67
2053.00,99.65
2052.00,99.61
2051.00,99.56
2050.00,99.54
2049.00,99.56
2048.00,99.59
2047.00,99.61
2046.00,99.61
2045.00,99.62
2044.00,99.62
2043.00,99.62
2042.00,99.60
2041.00,99.59
2040.00,99.58
2039.00,99.57
2038.00,99.58
2037.00,99.58
2036.00,99.58
2035.00,99.58
2034.00,99.60
2033.00,99.62
2032.00,99.63
2031.00,99.63
2030.00,99.63
2029.00,99.63
2028.00,99.63
2027.00,99.65
2026.00,99.68
2025.00,99.70
2024.00,99.71
2023.00,99.71
2022.00,99.70
2021.00,99.70
2020.00,99.70
2019.00,99.70
2018.00,99.70
2017.00,99.69
2016.00,99.69
2015.00,99.69
2014.00,99.69
2013.00,99.70
2012.00,99.70
2011.00,99.70
2010.00,99.70
2009.00,99.71
2008.00,99.73
2007.00,99.76
2006.00,99.78
2005.00,99.79
2004.00,99.77
2003.00,99.76
2002.00,99.74
2001.00,99.73
2000.00,99.71
1999.00,99.70
1998.00,99.69
1997.00,99.68
1996.00,99.67
1995.00,99.67
1994.00,99.67
1993.00,99.67
1992.00,99.66
1991.00,99.66
1990.00,99.65
1989.00,99.65
1988.00,99.64
1987.00,99.63
1986.00,99.60
1985.00,99.57
1984.00,99.53
1983.00,99.50
1982.00,99.47
1981.00,99.44
1980.00,99.43
1979.00,99.45
1978.00,99.51
1977.00,99.58
1976.00,99.64
1975.00,99.68
1974.00,99.71
1973.00,99.73
1972.00,99.74
1971.00,99.74
1970.00,99.75
1969.00,99.76
1968.00,99.75
1967.00,99.75
1966.00,99.74
1965.00,99.72
1964.00,99.72
1963.00,99.73
1962.00,99.76
1961.00,99.79
1960.00,99.81
1959.00,99.83
1958.00,99.84
1957.00,99.83
1956.00,99.82
1955.00,99.80
1954.00,99.79
1953.00,99.78
1952.00,99.78
1951.00,99.78
1950.00,99.78
1949.00,99.79
1948.00,99.80
1947.00,99.81
1946.00,99.81
1945.00,99.81
1944.00,99.80
1943.00,99.79
1942.00,99.79
1941.00,99.79
1940.00,99.79
1939.00,99.80
1938.00,99.80
1937.00,99.80
1936.00,99.80
1935.00,99.80
1934.00,99.81
1933.00,99.82
1932.00,99.82
1931.00,99.83
1930.00,99.85
1929.00,99.85
1928.00,99.84
1927.00,99.83
1926.00,99.83
1925.00,99.82
1924.00,99.82
1923.00,99.82
1922.00,99.82
1921.00,99.82
1920.00,99.82
1919.00,99.83
1918.00,99.83
1917.00,99.83
1916.00,99.83
1915.00,99.83
1914.00,99.84
1913.00,99.84
1912.00,99.84
1911.00,99.84
1910.00,99.84
1909.00,99.84
1908.00,99.83
1907.00,99.84
1906.00,99.84
1905.00,99.84
1904.00,99.84
1903.00,99.84
1902.00,99.84
1901.00,99.84
1900.00,99.84
1899.00,99.84
1898.00,99.84
1897.00,99.83
1896.00,99.82
1895.00,99.82
1894.00,99.82
1893.00,99.82
1892.00,99.82
1891.00,99.82
1890.00,99.82
1889.00,99.81
1888.00,99.80
1887.00,99.81
1886.00,99.82
1885.00,99.83
1884.00,99.83
1883.00,99.83
1882.00,99.83
1881.00,99.82
1880.00,99.82
1879.00,99.82
1878.00,99.82
1877.00,99.82
1876.00,99.82
1875.00,99.82
1874.00,99.82
1873.00,99.82
1872.00,99.82
1871.00,99.82
1870.00,99.82
1869.00,99.82
1868.00,99.81
1867.00,99.81
1866.00,99.81
1865.00,99.82
1864.00,99.82
1863.00,99.83
1862.00,99.84
1861.00,99.84
1860.00,99.83
1859.00,99.83
1858.00,99.84
1857.00,99.84
1856.00,99.84
1855.00,99.83
1854.00,99.83
1853.00,99.83
1852.00,99.83
1851.00,99.83
1850.00,99.83
1849.00,99.83
1848.00,99.83
1847.00,99.83
1846.00,99.83
1845.00,99.83
1844.00,99.83
1843.00,99.83
1842.00,99.83
1841.00,99.83
1840.00,99.83
1839.00,99.84
1838.00,99.83
1837.00,99.83
1836.00,99.82
1835.00,99.82
1834.00,99.82
1833.00,99.82
1832.00,99.81
1831.00,99.80
1830.00,99.79
1829.00,99.78
1828.00,99.77
1827.00,99.77
1826.00,99.77
1825.00,99.77
1824.00,99.77
1823.00,99.77
1822.00,99.78
1821.00,99.78
1820.00,99.79
1819.00,99.79
1818.00,99.80
1817.00,99.80
1816.00,99.80
1815.00,99.79
1814.00,99.79
1813.00,99.78
1812.00,99.77
1811.00,99.76
1810.00,99.75
1809.00,99.75
1808.00,99.74
1807.00,99.74
1806.00,99.74
1805.00,99.73
1804.00,99.71
1803.00,99.70
1802.00,99.70
1801.00,99.70
1800.00,99.70
1799.00,99.70
1798.00,99.70
1797.00,99.70
1796.00,99.70
1795.00,99.69
1794.00,99.69
1793.00,99.69
1792.00,99.68
1791.00,99.68
1790.00,99.68
1789.00,99.68
1788.00,99.68
1787.00,99.68
1786.00,99.67
1785.00,99.66
1784.00,99.65
1783.00,99.65
1782.00,99.64
1781.00,99.64
1780.00,99.64
1779.00,99.64
1778.00,99.64
1777.00,99.64
1776.00,99.63
1775.00,99.63
1774.00,99.63
1773.00,99.62
1772.00,99.61
1771.00,99.60
1770.00,99.59
1769.00,99.59
1768.00,99.59
1767.00,99.58
1766.00,99.57
1765.00,99.56
1764.00,99.54
1763.00,99.52
1762.00,99.49
1761.00,99.46
1760.00,99.43
1759.00,99.40
1758.00,99.37
1757.00,99.32
1756.00,99.27
1755.00,99.22
1754.00,99.18
1753.00,99.12
1752.00,99.05
1751.00,98.95
1750.00,98.84
1749.00,98.72
1748.00,98.59
1747.00,98.45
1746.00,98.31
1745.00,98.15
1744.00,97.98
1743.00,97.79
1742.00,97.61
1741.00,97.41
1740.00,97.20
1739.00,97.00
1738.00,96.83
1737.00,96.70
1736.00,96.59
1735.00,96.47
1734.00,96.33
1733.00,96.24
1732.00,96.20
1731.00,96.19
1730.00,96.21
1729.00,96.24
1728.00,96.30
1727.00,96.39
1726.00,96.49
1725.00,96.61
1724.00,96.75
1723.00,96.89
1722.00,97.03
1721.00,97.15
1720.00,97.29
1719.00,97.45
1718.00,97.64
1717.00,97.81
1716.00,97.96
1715.00,98.09
1714.00,98.22
1713.00,98.33
1712.00,98.42
1711.00,98.52
1710.00,98.60
1709.00,98.67
1708.00,98.73
1707.00,98.78
1706.00,98.83
1705.00,98.86
1704.00,98.88
1703.00,98.91
1702.00,98.97
1701.00,99.02
1700.00,99.04
1699.00,99.04
1698.00,99.04
1697.00,99.03
1696.00,99.03
1695.00,99.04
1694.00,99.05
1693.00,99.06
1692.00,99.05
1691.00,99.05
1690.00,99.05
1689.00,99.03
1688.00,99.01
1687.00,99.00
1686.00,99.00
1685.00,98.99
1684.00,98.95
1683.00,98.93
1682.00,98.92
1681.00,98.91
1680.00,98.90
1679.00,98.89
1678.00,98.88
1677.00,98.87
1676.00,98.86
1675.00,98.83
1674.00,98.81
1673.00,98.79
1672.00,98.77
1671.00,98.76
1670.00,98.74
1669.00,98.71
1668.00,98.69
1667.00,98.68
1666.00,98.67
1665.00,98.67
1664.00,98.66
1663.00,98.65
1662.00,98.64
1661.00,98.63
1660.00,98.62
1659.00,98.61
1658.00,98.61
1657.00,98.59
1656.00,98.56
1655.00,98.55
1654.00,98.55
1653.00,98.53
1652.00,98.51
1651.00,98.51
1650.00,98.51
1649.00,98.50
1648.00,98.49
1647.00,98.46
1646.00,98.43
1645.00,98.42
1644.00,98.41
1643.00,98.39
1642.00,98.37
1641.00,98.35
1640.00,98.33
1639.00,98.32
1638.00,98.32
1637.00,98.32
1636.00,98.32
1635.00,98.32
1634.00,98.33
1633.00,98.34
1632.00,98.34
1631.00,98.35
1630.00,98.36
1629.00,98.37
1628.00,98.36
1627.00,98.36
1626.00,98.36
1625.00,98.36
1624.00,98.36
1623.00,98.35
1622.00,98.34
1621.00,98.32
1620.00,98.31
1619.00,98.30
1618.00,98.30
1617.00,98.27
1616.00,98.24
1615.00,98.21
1614.00,98.19
1613.00,98.17
1612.00,98.15
1611.00,98.12
1610.00,98.09
1609.00,98.04
1608.00,97.99
1607.00,97.94
1606.00,97.89
1605.00,97.85
1604.00,97.81
1603.00,97.79
1602.00,97.78
1601.00,97.78
1600.00,97.79
1599.00,97.82
1598.00,97.85
1597.00,97.87
1596.00,97.89
1595.00,97.91
1594.00,97.93
1593.00,97.95
1592.00,97.96
1591.00,97.98
1590.00,97.99
1589.00,98.00
1588.00,98.00
1587.00,98.01
1586.00,98.02
1585.00,98.02
1584.00,98.02
1583.00,98.03
1582.00,98.04
1581.00,98.05
1580.00,98.07
1579.00,98.08
1578.00,98.10
1577.00,98.12
1576.00,98.14
1575.00,98.16
1574.00,98.18
1573.00,98.20
1572.00,98.23
1571.00,98.25
1570.00,98.28
1569.00,98.30
1568.00,98.33
1567.00,98.36
1566.00,98.39
1565.00,98.41
1564.00,98.41
1563.00,98.42
1562.00,98.42
1561.00,98.45
1560.00,98.49
1559.00,98.53
1558.00,98.55
1557.00,98.57
1556.00,98.59
1555.00,98.61
1554.00,98.64
1553.00,98.67
1552.00,98.68
1551.00,98.69
1550.00,98.71
1549.00,98.73
1548.00,98.74
1547.00,98.76
1546.00,98.78
1545.00,98.78
1544.00,98.77
1543.00,98.78
1542.00,98.81
1541.00,98.84
1540.00,98.87
1539.00,98.90
1538.00,98.93
1537.00,98.95
1536.00,98.96
1535.00,98.99
1534.00,99.01
1533.00,99.03
1532.00,99.03
1531.00,99.05
1530.00,99.07
1529.00,99.08
1528.00,99.08
1527.00,99.08
1526.00,99.09
1525.00,99.10
1524.00,99.11
1523.00,99.11
1522.00,99.12
1521.00,99.11
1520.00,99.10
1519.00,99.10
1518.00,99.11
1517.00,99.11
1516.00,99.10
1515.00,99.11
1514.00,99.12
1513.00,99.13
1512.00,99.12
1511.00,99.11
1510.00,99.10
1509.00,99.10
1508.00,99.10
1507.00,99.09
1506.00,99.09
1505.00,99.09
1504.00,99.07
1503.00,99.06
1502.00,99.04
1501.00,99.00
1500.00,98.95
1499.00,98.88
1498.00,98.80
1497.00,98.67
1496.00,98.52
1495.00,98.40
1494.00,98.35
1493.00,98.33
1492.00,98.36
1491.00,98.41
1490.00,98.47
1489.00,98.50
1488.00,98.51
1487.00,98.53
1486.00,98.55
1485.00,98.55
1484.00,98.54
1483.00,98.54
1482.00,98.52
1481.00,98.49
1480.00,98.45
1479.00,98.42
1478.00,98.38
1477.00,98.32
1476.00,98.26
1475.00,98.20
1474.00,98.14
1473.00,98.04
1472.00,97.92
1471.00,97.82
1470.00,97.73
1469.00,97.64
1468.00,97.54
1467.00,97.45
1466.00,97.37
1465.00,97.30
1464.00,97.23
1463.00,97.19
1462.00,97.16
1461.00,97.12
1460.00,97.05
1459.00,96.97
1458.00,96.82
1457.00,96.59
1456.00,96.35
1455.00,96.16
1454.00,96.00
1453.00,95.84
1452.00,95.69
1451.00,95.57
1450.00,95.44
1449.00,95.26
1448.00,95.00
1447.00,94.69
1446.00,94.33
1445.00,93.84
1444.00,93.19
1443.00,92.36
1442.00,91.35
1441.00,90.19
1440.00,88.99
1439.00,87.78
1438.00,86.46
1437.00,85.08
1436.00,84.02
1435.00,83.55
1434.00,83.50
1433.00,83.64
1432.00,83.79
1431.00,83.78
1430.00,83.39
1429.00,82.58
1428.00,81.62
1427.00,80.91
1426.00,80.75
1425.00,81.31
1424.00,82.50
1423.00,83.89
1422.00,85.15
1421.00,86.24
1420.00,87.32
1419.00,88.38
1418.00,89.24
1417.00,89.91
1416.00,90.50
1415.00,91.10
1414.00,91.74
1413.00,92.40
1412.00,93.09
1411.00,93.77
1410.00,94.38
1409.00,94.91
1408.00,95.37
1407.00,95.74
1406.00,96.04
1405.00,96.29
1404.00,96.48
1403.00,96.62
1402.00,96.71
1401.00,96.78
1400.00,96.84
1399.00,96.87
1398.00,96.86
1397.00,96.84
1396.00,96.79
1395.00,96.70
1394.00,96.59
1393.00,96.47
1392.00,96.34
1391.00,96.19
1390.00,96.02
1389.00,95.83
1388.00,95.63
1387.00,95.43
1386.00,95.26
1385.00,95.11
1384.00,95.00
1383.00,94.89
1382.00,94.80
1381.00,94.73
1380.00,94.69
1379.00,94.66
1378.00,94.66
1377.00,94.67
1376.00,94.70
1375.00,94.72
1374.00,94.74
1373.00,94.76
1372.00,94.76
1371.00,94.73
1370.00,94.68
1369.00,94.60
1368.00,94.49
1367.00,94.37
1366.00,94.24
1365.00,94.09
1364.00,93.91
1363.00,93.70
1362.00,93.49
1361.00,93.29
1360.00,93.11
1359.00,92.93
1358.00,92.74
1357.00,92.56
1356.00,92.38
1355.00,92.24
1354.00,92.13
1353.00,92.08
1352.00,92.08
1351.00,92.13
1350.00,92.19
1349.00,92.25
1348.00,92.26
1347.00,92.20
1346.00,92.06
1345.00,91.81
1344.00,91.46
1343.00,91.00
1342.00,90.42
1341.00,89.70
1340.00,88.85
1339.00,87.97
1338.00,87.16
1337.00,86.50
1336.00,86.01
1335.00,85.68
1334.00,85.48
1333.00,85.36
1332.00,85.30
1331.00,85.27
1330.00,85.27
1329.00,85.31
1328.00,85.39
1327.00,85.51
1326.00,85.68
1325.00,85.89
1324.00,86.14
1323.00,86.43
1322.00,86.75
1321.00,87.10
1320.00,87.46
1319.00,87.82
1318.00,88.18
1317.00,88.51
1316.00,88.82
1315.00,89.10
1314.00,89.35
1313.00,89.58
1312.00,89.78
1311.00,89.97
1310.00,90.14
1309.00,90.30
1308.00,90.46
1307.00,90.61
1306.00,90.76
1305.00,90.90
1304.00,91.04
1303.00,91.20
1302.00,91.36
1301.00,91.53
1300.00,91.71
1299.00,91.89
1298.00,92.09
1297.00,92.29
1296.00,92.48
1295.00,92.67
1294.00,92.85
1293.00,93.00
1292.00,93.14
1291.00,93.24
1290.00,93.31
1289.00,93.34
1288.00,93.33
1287.00,93.28
1286.00,93.20
1285.00,93.09
1284.00,92.94
1283.00,92.76
1282.00,92.55
1281.00,92.32
1280.00,92.06
1279.00,91.78
1278.00,91.47
1277.00,91.13
1276.00,90.76
1275.00,90.34
1274.00,89.88
1273.00,89.37
1272.00,88.81
1271.00,88.20
1270.00,87.55
1269.00,86.86
1268.00,86.14
1267.00,85.41
1266.00,84.68
1265.00,83.97
1264.00,83.28
1263.00,82.62
1262.00,82.00
1261.00,81.39
1260.00,80.76
1259.00,80.11
1258.00,79.43
1257.00,78.73
1256.00,78.10
1255.00,77.67
1254.00,77.53
1253.00,77.66
1252.00,77.95
1251.00,78.30
1250.00,78.63
1249.00,78.88
1248.00,79.06
1247.00,79.22
1246.00,79.37
1245.00,79.50
1244.00,79.61
1243.00,79.74
1242.00,79.88
1241.00,80.05
1240.00,80.24
1239.00,80.48
1238.00,80.77
1237.00,81.08
1236.00,81.42
1235.00,81.76
1234.00,82.10
1233.00,82.41
1232.00,82.70
1231.00,83.02
1230.00,83.44
1229.00,83.98
1228.00,84.68
1227.00,85.54
1226.00,86.47
1225.00,87.42
1224.00,88.30
1223.00,89.08
1222.00,89.71
1221.00,90.19
1220.00,90.53
1219.00,90.75
1218.00,90.88
1217.00,90.93
1216.00,90.92
1215.00,90.88
1214.00,90.82
1213.00,90.74
1212.00,90.65
1211.00,90.56
1210.00,90.45
1209.00,90.34
1208.00,90.21
1207.00,90.07
1206.00,89.93
1205.00,89.78
1204.00,89.64
1203.00,89.51
1202.00,89.38
1201.00,89.27
1200.00,89.18
1199.00,89.12
1198.00,89.10
1197.00,89.10
1196.00,89.14
1195.00,89.23
1194.00,89.35
1193.00,89.52
1192.00,89.71
1191.00,89.93
1190.00,90.18
1189.00,90.45
1188.00,90.73
1187.00,91.01
1186.00,91.29
1185.00,91.56
1184.00,91.81
1183.00,92.03
1182.00,92.23
1181.00,92.39
1180.00,92.53
1179.00,92.64
1178.00,92.73
1177.00,92.79
1176.00,92.84
1175.00,92.88
1174.00,92.90
1173.00,92.91
1172.00,92.92
1171.00,92.93
1170.00,92.96
1169.00,93.00
1168.00,93.06
1167.00,93.16
1166.00,93.29
1165.00,93.45
1164.00,93.65
1163.00,93.88
1162.00,94.12
1161.00,94.36
1160.00,94.59
1159.00,94.80
1158.00,94.98
1157.00,95.12
1156.00,95.24
1155.00,95.33
1154.00,95.40
1153.00,95.45
1152.00,95.51
1151.00,95.56
1150.00,95.61
1149.00,95.67
1148.00,95.74
1147.00,95.80
1146.00,95.86
1145.00,95.91
1144.00,95.95
1143.00,95.99
1142.00,96.01
1141.00,96.03
1140.00,96.03
1139.00,96.02
1138.00,95.99
1137.00,95.94
1136.00,95.87
1135.00,95.77
1134.00,95.66
1133.00,95.53
1132.00,95.38
1131.00,95.22
1130.00,95.03
1129.00,94.83
1128.00,94.61
1127.00,94.39
1126.00,94.15
1125.00,93.91
1124.00,93.68
1123.00,93.45
1122.00,93.23
1121.00,93.02
1120.00,92.83
1119.00,92.65
1118.00,92.49
1117.00,92.34
1116.00,92.20
1115.00,92.05
1114.00,91.89
1113.00,91.70
1112.00,91.47
1111.00,91.21
1110.00,90.92
1109.00,90.59
1108.00,90.24
1107.00,89.88
1106.00,89.53
1105.00,89.21
1104.00,88.94
1103.00,88.73
1102.00,88.58
1101.00,88.46
1100.00,88.38
1099.00,88.32
1098.00,88.27
1097.00,88.23
1096.00,88.20
1095.00,88.19
1094.00,88.21
1093.00,88.24
1092.00,88.30
1091.00,88.39
1090.00,88.50
1089.00,88.62
1088.00,88.75
1087.00,88.90
1086.00,89.06
1085.00,89.21
1084.00,89.37
1083.00,89.52
1082.00,89.66
1081.00,89.79
1080.00,89.91
1079.00,90.03
1078.00,90.15
1077.00,90.26
1076.00,90.35
1075.00,90.44
1074.00,90.52
1073.00,90.59
1072.00,90.67
1071.00,90.74
1070.00,90.80
1069.00,90.85
1068.00,90.91
1067.00,90.97
1066.00,91.03
1065.00,91.09
1064.00,91.14
1063.00,91.20
1062.00,91.25
1061.00,91.30
1060.00,91.35
1059.00,91.41
1058.00,91.46
1057.00,91.51
1056.00,91.55
1055.00,91.58
1054.00,91.62
1053.00,91.65
1052.00,91.69
1051.00,91.72
1050.00,91.75
1049.00,91.78
1048.00,91.80
1047.00,91.83
1046.00,91.85
1045.00,91.86
1044.00,91.87
1043.00,91.87
1042.00,91.87
1041.00,91.86
1040.00,91.86
1039.00,91.84
1038.00,91.82
1037.00,91.79
1036.00,91.75
1035.00,91.71
1034.00,91.66
1033.00,91.61
1032.00,91.58
1031.00,91.55
1030.00,91.52
1029.00,91.50
1028.00,91.48
1027.00,91.47
1026.00,91.47
1025.00,91.48
1024.00,91.48
1023.00,91.49
1022.00,91.50
1021.00,91.50
1020.00,91.49
1019.00,91.49
1018.00,91.47
1017.00,91.45
1016.00,91.43
1015.00,91.41
1014.00,91.38
1013.00,91.36
1012.00,91.32
1011.00,91.29
1010.00,91.25
1009.00,91.20
1008.00,91.15
1007.00,91.09
1006.00,91.04
1005.00,90.97
1004.00,90.89
1003.00,90.80
1002.00,90.70
1001.00,90.59
1000.00,90.46
999.00,90.32
998.00,90.18
997.00,90.03
996.00,89.89
995.00,89.74
994.00,89.61
993.00,89.48
992.00,89.34
991.00,89.19
990.00,89.04
989.00,88.85
988.00,88.64
987.00,88.39
986.00,88.12
985.00,87.81
984.00,87.47
983.00,87.11
982.00,86.71
981.00,86.29
980.00,85.83
979.00,85.33
978.00,84.81
977.00,84.25
976.00,83.66
975.00,83.05
974.00,82.43
973.00,81.81
972.00,81.20
971.00,80.64
970.00,80.13
969.00,79.68
968.00,79.31
967.00,79.02
966.00,78.83
965.00,78.72
964.00,78.68
963.00,78.72
962.00,78.82
961.00,78.96
960.00,79.11
959.00,79.30
958.00,79.53
957.00,79.81
956.00,80.15
955.00,80.57
954.00,81.05
953.00,81.58
952.00,82.11
951.00,82.64
950.00,83.16
949.00,83.63
948.00,84.05
947.00,84.43
946.00,84.78
945.00,85.11
944.00,85.40
943.00,85.69
942.00,85.96
941.00,86.21
940.00,86.44
939.00,86.65
938.00,86.84
937.00,87.00
936.00,87.15
935.00,87.28
934.00,87.40
933.00,87.51
932.00,87.60
931.00,87.69
930.00,87.76
929.00,87.82
928.00,87.87
927.00,87.92
926.00,87.98
925.00,88.03
924.00,88.08
923.00,88.13
922.00,88.18
921.00,88.23
920.00,88.27
919.00,88.32
918.00,88.37
917.00,88.43
916.00,88.49
915.00,88.56
914.00,88.66
913.00,88.78
912.00,88.93
911.00,89.10
910.00,89.30
909.00,89.52
908.00,89.74
907.00,89.98
906.00,90.21
905.00,90.43
904.00,90.64
903.00,90.82
902.00,90.98
901.00,91.11
900.00,91.22
899.00,91.32
898.00,91.40
897.00,91.46
896.00,91.51
895.00,91.56
894.00,91.61
